observers,date,site,block,plot,genus_species,symbol,aerial_cover,basal_cover,notes
SC,7/1/20,FK,1,7,Bouteloua_gracilis,BOGR,1,0.5,
SC,7/1/20,FK,1,7,Bouteloua_dactyloides,BODA,,,
SC,7/1/20,FK,1,7,Bromus_arvensis,BRAR,10,5,
SC,7/1/20,FK,1,7,Bromus_tectorum,BRTE,1,0.5,
SC,7/1/20,FK,1,7,Hesperostipa_comata,HECO,3,1,
SC,7/1/20,FK,1,7,Koeleria_macrantha,KOMA,1,0.5,
SC,7/1/20,FK,1,7,Pascopyrum_smithii,PASM,0.5,0.5,
SC,7/1/20,FK,1,7,Poa_secunda,POSE,,,
SC,7/1/20,FK,1,7,Vulpia_octoflora,VUOC,3,1,
SC,7/1/20,FK,1,7,Aristida_purpurea,ARPU,1,0.5,
SC,7/1/20,FK,1,7,basal_aster_KW_pic_unknown,,0.5,0.5,
SC,7/1/20,FK,1,7,lanceolate_KW_pic_unknown,,0.5,0.5,
SC,7/1/20,FK,1,7,Conyza_canadensis,COCA,0.5,0.5,
SC,7/1/20,FK,1,7,Antennaria_spp_unknown,,0.5,0.5,
SC,7/1/20,FK,1,7,Carex_filifolia,CAFI,7,3,
SC,7/1/20,FK,1,7,Coryphanthus_vivipara,COVI,0.5,0.5,
SC,7/1/20,FK,1,7,Artemisia_dracunculus,ARDR,,,
SC,7/1/20,FK,1,7,Artemisia_frigida,ARFR,0.5,0.5,
SC,7/1/20,FK,1,7,Linum_rigidum,LIRI,,,
SC,7/1/20,FK,1,7,Logfia_arvensis,LOAR,1,0.5,
SC,7/1/20,FK,1,7,Opuntia_polycantha,OPPO,1,0.5,
SC,7/1/20,FK,1,7,Plantago_patagonica,PLPA,0.5,0.5,
SC,7/1/20,FK,1,7,Sphaeralcea_coccinea,SPCO,,,
SC,7/1/20,FK,1,7,Taraxacum_officinale,TAOF,,,
SC,7/1/20,FK,1,7,Tragopogon_dubius,TRDU,13,3,
SC,7/1/20,FK,1,7,Estimated_total,,42,18,
SC,7/1/20,FK,1,7,Added_total,,46,20,
SC,7/1/20,FK,1,7,Litter,,49,74,
SC,7/1/20,FK,1,7,Moss,,0.5,0.5,
SC,7/1/20,FK,1,7,Lichen,,0.5,0.5,
SC,7/1/20,FK,1,7,Rock,,0,0,
SC,7/1/20,FK,1,7,Bareground,,5,6,
SC,7/1/20,FK,1,7,Dung,,1,1,
SC,7/1/20,FK,1,9,Bouteloua_gracilis,BOGR,,,
SC,7/1/20,FK,1,9,Bouteloua_dactyloides,BODA,,,
SC,7/1/20,FK,1,9,Bromus_arvensis,BRAR,24,10,
SC,7/1/20,FK,1,9,Bromus_tectorum,BRTE,22,8,
SC,7/1/20,FK,1,9,Hesperostipa_comata,HECO,4,2,
SC,7/1/20,FK,1,9,Koeleria_macrantha,KOMA,2,1,
SC,7/1/20,FK,1,9,Pascopyrum_smithii,PASM,1,0.5,
SC,7/1/20,FK,1,9,Poa_secunda,POSE,0.5,0.5,
SC,7/1/20,FK,1,9,Vulpia_octoflora,VUOC,5,2,
SC,7/1/20,FK,1,9,Aristida_purpurea,ARPU,,,
SC,7/1/20,FK,1,9,basal_aster_KW_pic_unknown,,,,
SC,7/1/20,FK,1,9,lanceolate_KW_pic_unknown,,,,
SC,7/1/20,FK,1,9,Conyza_canadensis,COCA,,,
SC,7/1/20,FK,1,9,Antennaria_spp_unknown,,,,
SC,7/1/20,FK,1,9,Carex_filifolia,CAFI,10,5,
SC,7/1/20,FK,1,9,Coryphanthus_vivipara,COVI,0.5,0.5,
SC,7/1/20,FK,1,9,Artemisia_dracunculus,ARDR,,,
SC,7/1/20,FK,1,9,Artemisia_frigida,ARFR,4,2,
SC,7/1/20,FK,1,9,Linum_rigidum,LIRI,,,
SC,7/1/20,FK,1,9,Logfia_arvensis,LOAR,0.5,0.5,
SC,7/1/20,FK,1,9,Opuntia_polycantha,OPPO,,,
SC,7/1/20,FK,1,9,Plantago_patagonica,PLPA,,,
SC,7/1/20,FK,1,9,Sphaeralcea_coccinea,SPCO,1,0.5,
SC,7/1/20,FK,1,9,Taraxacum_officinale,TAOF,,,
SC,7/1/20,FK,1,9,Tragopogon_dubius,TRDU,2,0.5,
SC,7/1/20,FK,1,9,Estimated_total,,70,32,
SC,7/1/20,FK,1,9,Added_total,,76.5,33,
SC,7/1/20,FK,1,9,Litter,,27,64,
SC,7/1/20,FK,1,9,Moss,,0.5,0.5,
SC,7/1/20,FK,1,9,Lichen,,0.5,0.5,
SC,7/1/20,FK,1,9,Rock,,0,0,
SC,7/1/20,FK,1,9,Bareground,,1,2,
SC,7/1/20,FK,1,9,Dung,,1,1,
SC,6/30/20,FK,2,30,Bouteloua_gracilis,BOGR,,,
SC,6/30/20,FK,2,30,Bouteloua_dactyloides,BODA,1,0.5,
SC,6/30/20,FK,2,30,Bromus_arvensis,BRAR,30,15,
SC,6/30/20,FK,2,30,Bromus_tectorum,BRTE,,,
SC,6/30/20,FK,2,30,Hesperostipa_comata,HECO,,,
SC,6/30/20,FK,2,30,Koeleria_macrantha,KOMA,0.5,0.5,
SC,6/30/20,FK,2,30,Pascopyrum_smithii,PASM,,,
SC,6/30/20,FK,2,30,Poa_secunda,POSE,0.5,0.5,
SC,6/30/20,FK,2,30,Vulpia_octoflora,VUOC,7,2,
SC,6/30/20,FK,2,30,Aristida_purpurea,ARPU,3,1,
SC,6/30/20,FK,2,30,Liatris_punctata,LIPU,0.5,0.5,
SC,6/30/20,FK,2,30,Lygodesmia_juncea,LYJU,,,
SC,6/30/20,FK,2,30,Conyza_canadensis,COCA,,,
SC,6/30/20,FK,2,30,Carex_filifolia,CAFI,16,9,
SC,6/30/20,FK,2,30,Carex_duriuscula,CADU,,,
SC,6/30/20,FK,2,30,Artemisia_dracunculus,ARDR,,,
SC,6/30/20,FK,2,30,Artemisia_frigida,ARFR,1,0.5,
SC,6/30/20,FK,2,30,Linum_rigidum,LIRI,,1,
SC,6/30/20,FK,2,30,Logfia_arvensis,LOAR,0.5,0.5,
SC,6/30/20,FK,2,30,Opuntia_polycantha,OPPO,,,
SC,6/30/20,FK,2,30,Plantago_patagonica,PLPA,0.5,0.5,
SC,6/30/20,FK,2,30,Sphaeralcea_coccinea,SPCO,1,0.5,
SC,6/30/20,FK,2,30,Taraxacum_officinale,TAOF,,,
SC,6/30/20,FK,2,30,Tragopogon_dubius,TRDU,6,1,
SC,6/30/20,FK,2,30,Estimated_total,,70,30,
SC,6/30/20,FK,2,30,Added_total,,75.5,33,
SC,6/30/20,FK,2,30,Litter,,28,68,
SC,6/30/20,FK,2,30,Bareground,,1,1,
SC,6/30/20,FK,2,30,Rock,,,,
SC,6/30/20,FK,2,30,Moss,,0.5,0.5,
SC,6/30/20,FK,2,30,Lichen,,0.5,0.5,
SC,6/30/20,FK,2,30,Dung,,,,
SC,6/30/20,FK,2,30,Artemisia_cana,ARCA,8,1,
SC,6/30/20,FK,2,28,Bouteloua_gracilis,BOGR,2,1,
SC,6/30/20,FK,2,28,Bouteloua_dactyloides,BODA,,,
SC,6/30/20,FK,2,28,Bromus_arvensis,BRAR,35,15,
SC,6/30/20,FK,2,28,Bromus_tectorum,BRTE,0.5,0.5,
SC,6/30/20,FK,2,28,Hesperostipa_comata,HECO,,,
SC,6/30/20,FK,2,28,Koeleria_macrantha,KOMA,,,
SC,6/30/20,FK,2,28,Pascopyrum_smithii,PASM,,,
SC,6/30/20,FK,2,28,Poa_secunda,POSE,3,1,
SC,6/30/20,FK,2,28,Vulpia_octoflora,VUOC,1,0.5,
SC,6/30/20,FK,2,28,Aristida_purpurea,ARPU,,,
SC,6/30/20,FK,2,28,Liatris_punctata,LIPU,0.5,0.5,
SC,6/30/20,FK,2,28,Lygodesmia_juncea,LYJU,2,0.5,
SC,6/30/20,FK,2,28,Conyza_canadensis,COCA,,,
SC,6/30/20,FK,2,28,Carex_filifolia,CAFI,20,9,
SC,6/30/20,FK,2,28,Carex_duriuscula,CADU,,,
SC,6/30/20,FK,2,28,Artemisia_dracunculus,ARDR,1,0.5,
SC,6/30/20,FK,2,28,Artemisia_frigida,ARFR,0.5,0.5,
SC,6/30/20,FK,2,28,Linum_rigidum,LIRI,,,
SC,6/30/20,FK,2,28,Logfia_arvensis,LOAR,0.5,0.5,
SC,6/30/20,FK,2,28,Opuntia_polycantha,OPPO,,,
SC,6/30/20,FK,2,28,Plantago_patagonica,PLPA,,,
SC,6/30/20,FK,2,28,Sphaeralcea_coccinea,SPCO,2,0.5,
SC,6/30/20,FK,2,28,Taraxacum_officinale,TAOF,,,
SC,6/30/20,FK,2,28,Tragopogon_dubius,TRDU,1,0.5,
SC,6/30/20,FK,2,28,Estimated_total,,62,27,
SC,6/30/20,FK,2,28,Added_total,,69,30.5,
SC,6/30/20,FK,2,28,Litter,,29,62,
SC,6/30/20,FK,2,28,Bareground,,0.5,0.5,
SC,6/30/20,FK,2,28,Rock,,,,
SC,6/30/20,FK,2,28,Moss,,0.5,0.5,
SC,6/30/20,FK,2,28,Lichen,,0.5,1,
SC,6/30/20,FK,2,28,Dung,,8,9,
SC,6/30/20,FK,2,28,Artemisia_cana,ARCA,,,
SC,6/30/20,FK,1,1,Bouteloua_gracilis,BOGR,,,
SC,6/30/20,FK,1,1,Bouteloua_dactyloides,BODA,,,
SC,6/30/20,FK,1,1,Bromus_arvensis,BRAR,65,32,
SC,6/30/20,FK,1,1,Bromus_tectorum,BRTE,,,
SC,6/30/20,FK,1,1,Hesperostipa_comata,HECO,1,0.5,
SC,6/30/20,FK,1,1,Koeleria_macrantha,KOMA,,,
SC,6/30/20,FK,1,1,Pascopyrum_smithii,PASM,0.5,0.5,
SC,6/30/20,FK,1,1,Poa_secunda,POSE,0.5,0.5,
SC,6/30/20,FK,1,1,Vulpia_octoflora,VUOC,,,
SC,6/30/20,FK,1,1,Aristida_purpurea,ARPU,,,
SC,6/30/20,FK,1,1,Liatris_punctata,LIPU,,,
SC,6/30/20,FK,1,1,Lygodesmia_juncea,LYJU,1,0.5,
SC,6/30/20,FK,1,1,Conyza_canadensis,COCA,,,
SC,6/30/20,FK,1,1,Carex_filifolia,CAFI,,,
SC,6/30/20,FK,1,1,Carex_duriuscula,CADU,23,10,
SC,6/30/20,FK,1,1,Artemisia_dracunculus,ARDR,0.5,0.5,
SC,6/30/20,FK,1,1,Artemisia_frigida,ARFR,,,
SC,6/30/20,FK,1,1,Linum_rigidum,LIRI,,,
SC,6/30/20,FK,1,1,Logfia_arvensis,LOAR,,,
SC,6/30/20,FK,1,1,Opuntia_polycantha,OPPO,,,
SC,6/30/20,FK,1,1,Plantago_patagonica,PLPA,,,
SC,6/30/20,FK,1,1,Sphaeralcea_coccinea,SPCO,,,
SC,6/30/20,FK,1,1,Taraxacum_officinale,TAOF,,,
SC,6/30/20,FK,1,1,Tragopogon_dubius,TRDU,0.5,0.5,
SC,6/30/20,FK,1,1,Estimated_total,,86,42,
SC,6/30/20,FK,1,1,Added_total,,92,42.5,
SC,6/30/20,FK,1,1,Litter,,14,57,
SC,6/30/20,FK,1,1,Bareground,,0.5,1,
SC,6/30/20,FK,1,1,Rock,,,,
SC,6/30/20,FK,1,1,Moss,,,,
SC,6/30/20,FK,1,1,Lichen,,,,
SC,6/30/20,FK,1,1,Dung,,,,
SC,6/30/20,FK,1,1,Artemisia_cana,ARCA,,,
SC,6/30/20,FK,1,3,Bouteloua_gracilis,BOGR,,,
SC,6/30/20,FK,1,3,Bouteloua_dactyloides,BODA,,,
SC,6/30/20,FK,1,3,Bromus_arvensis,BRAR,55,25,
SC,6/30/20,FK,1,3,Bromus_tectorum,BRTE,,,
SC,6/30/20,FK,1,3,Hesperostipa_comata,HECO,15,7,
SC,6/30/20,FK,1,3,Koeleria_macrantha,KOMA,,,
SC,6/30/20,FK,1,3,Pascopyrum_smithii,PASM,,,
SC,6/30/20,FK,1,3,Poa_secunda,POSE,0.5,0.5,
SC,6/30/20,FK,1,3,Vulpia_octoflora,VUOC,,,
SC,6/30/20,FK,1,3,Aristida_purpurea,ARPU,,,
SC,6/30/20,FK,1,3,Liatris_punctata,LIPU,,,
SC,6/30/20,FK,1,3,Lygodesmia_juncea,LYJU,,,
SC,6/30/20,FK,1,3,Conyza_canadensis,COCA,0.5,0.5,
SC,6/30/20,FK,1,3,Carex_filifolia,CAFI,,,
SC,6/30/20,FK,1,3,Carex_duriuscula,CADU,2,0.5,
SC,6/30/20,FK,1,3,Artemisia_dracunculus,ARDR,,,
SC,6/30/20,FK,1,3,Artemisia_frigida,ARFR,0.5,0.5,
SC,6/30/20,FK,1,3,Linum_rigidum,LIRI,,,
SC,6/30/20,FK,1,3,Logfia_arvensis,LOAR,1,0.5,
SC,6/30/20,FK,1,3,Opuntia_polycantha,OPPO,,,
SC,6/30/20,FK,1,3,Plantago_patagonica,PLPA,,,
SC,6/30/20,FK,1,3,Sphaeralcea_coccinea,SPCO,0.5,0.5,
SC,6/30/20,FK,1,3,Taraxacum_officinale,TAOF,,,
SC,6/30/20,FK,1,3,Tragopogon_dubius,TRDU,,,
SC,6/30/20,FK,1,3,Estimated_total,,70,32,
SC,6/30/20,FK,1,3,Added_total,,75,35,
SC,6/30/20,FK,1,3,Litter,,28,66,
SC,6/30/20,FK,1,3,Bareground,,0.5,0.5,
SC,6/30/20,FK,1,3,Rock,,,,
SC,6/30/20,FK,1,3,Moss,,0.5,0.5,
SC,6/30/20,FK,1,3,Lichen,,0.5,0.5,
SC,6/30/20,FK,1,3,Dung,,0.5,0.5,
SC,6/30/20,FK,1,3,Artemisia_cana,ARCA,,,
SC,6/30/20,FK,2,24,Bouteloua_gracilis,BOGR,,,
SC,6/30/20,FK,2,24,Bouteloua_dactyloides,BODA,,,
SC,6/30/20,FK,2,24,Bromus_arvensis,BRAR,60,45,
SC,6/30/20,FK,2,24,Bromus_tectorum,BRTE,0.5,0.5,
SC,6/30/20,FK,2,24,Hesperostipa_comata,HECO,15,8,
SC,6/30/20,FK,2,24,Koeleria_macrantha,KOMA,,,
SC,6/30/20,FK,2,24,Pascopyrum_smithii,PASM,0.5,0.5,
SC,6/30/20,FK,2,24,Poa_secunda,POSE,,,
SC,6/30/20,FK,2,24,Vulpia_octoflora,VUOC,,,
SC,6/30/20,FK,2,24,Carex_filifolia,CAFI,20,12,
SC,6/30/20,FK,2,24,Carex_duriuscula,CADU,,,
SC,6/30/20,FK,2,24,Androsace_occidentalis,ANOC,,,
SC,6/30/20,FK,2,24,Lepidium_densiflorum,LEDE,,,
SC,6/30/20,FK,2,24,Artemisia_dracunculus,ARDR,,,
SC,6/30/20,FK,2,24,Artemisia_frigida,ARFR,,,
SC,6/30/20,FK,2,24,Linum_rigidum,LIRI,,,
SC,6/30/20,FK,2,24,Logfia_arvensis,LOAR,1,1,
SC,6/30/20,FK,2,24,Opuntia_polycantha,OPPO,1,1,
SC,6/30/20,FK,2,24,Plantago_patagonica,PLPA,,,
SC,6/30/20,FK,2,24,Sphaeralcea_coccinea,SPCO,1,0.5,
SC,6/30/20,FK,2,24,Taraxacum_officinale,TAOF,,,
SC,6/30/20,FK,2,24,Tragopogon_dubius,TRDU,,,
SC,6/30/20,FK,2,24,Estimated_total,,95,60,
SC,6/30/20,FK,2,24,Added_total,,99,68.5,
SC,6/30/20,FK,2,24,Litter,,4,37,
SC,6/30/20,FK,2,24,Bareground,,,,
SC,6/30/20,FK,2,24,Rock,,,,
SC,6/30/20,FK,2,24,Moss,,,,
SC,6/30/20,FK,2,24,Lichen,,,,
SC,6/30/20,FK,2,24,Dung,,1,3,
SC,6/30/20,FK,2,24,Conyza_canadensis,COCA,,,
SC,6/30/20,FK,2,24,Lactuca_serriola,LASE,,,
SC,6/30/20,FK,2,24,Hedeoma_hispida,HEHI,,,
SC,6/30/20,FK,2,22,Bouteloua_gracilis,BOGR,2,1,
SC,6/30/20,FK,2,22,Bouteloua_dactyloides,BODA,,,
SC,6/30/20,FK,2,22,Bromus_arvensis,BRAR,43,25,
SC,6/30/20,FK,2,22,Bromus_tectorum,BRTE,18,8,
SC,6/30/20,FK,2,22,Hesperostipa_comata,HECO,3,1,
SC,6/30/20,FK,2,22,Koeleria_macrantha,KOMA,2,1,
SC,6/30/20,FK,2,22,Pascopyrum_smithii,PASM,0.5,0.5,
SC,6/30/20,FK,2,22,Poa_secunda,POSE,,,
SC,6/30/20,FK,2,22,Vulpia_octoflora,VUOC,,,
SC,6/30/20,FK,2,22,Carex_filifolia,CAFI,12,8,
SC,6/30/20,FK,2,22,Carex_duriuscula,CADU,,,
SC,6/30/20,FK,2,22,Androsace_occidentalis,ANOC,0.5,0.5,
SC,6/30/20,FK,2,22,Lepidium_densiflorum,LEDE,0.5,0.5,
SC,6/30/20,FK,2,22,Artemisia_dracunculus,ARDR,,,
SC,6/30/20,FK,2,22,Artemisia_frigida,ARFR,0.5,0.5,
SC,6/30/20,FK,2,22,Linum_rigidum,LIRI,,,
SC,6/30/20,FK,2,22,Logfia_arvensis,LOAR,,,
SC,6/30/20,FK,2,22,Opuntia_polycantha,OPPO,,,
SC,6/30/20,FK,2,22,Plantago_patagonica,PLPA,,,
SC,6/30/20,FK,2,22,Sphaeralcea_coccinea,SPCO,1,0.5,
SC,6/30/20,FK,2,22,Taraxacum_officinale,TAOF,,,
SC,6/30/20,FK,2,22,Tragopogon_dubius,TRDU,7,2,
SC,6/30/20,FK,2,22,Estimated_total,,85,45,
SC,6/30/20,FK,2,22,Added_total,,90,48.5,
SC,6/30/20,FK,2,22,Litter,,14,52,
SC,6/30/20,FK,2,22,Bareground,,,,
SC,6/30/20,FK,2,22,Rock,,,,
SC,6/30/20,FK,2,22,Moss,,0.5,0.5,
SC,6/30/20,FK,2,22,Lichen,,0.5,2,
SC,6/30/20,FK,2,22,Dung,,0.5,1,
SC,6/30/20,FK,2,22,Conyza_canadensis,COCA,,,
SC,6/30/20,FK,2,22,Lactuca_serriola,LASE,,,
SC,6/30/20,FK,2,22,Hedeoma_hispida,HEHI,,,
SC,6/30/20,FK,2,20,Bouteloua_gracilis,BOGR,,,
SC,6/30/20,FK,2,20,Bouteloua_dactyloides,BODA,9,4,
SC,6/30/20,FK,2,20,Bromus_arvensis,BRAR,18,6,
SC,6/30/20,FK,2,20,Bromus_tectorum,BRTE,20,8,
SC,6/30/20,FK,2,20,Hesperostipa_comata,HECO,2,1,
SC,6/30/20,FK,2,20,Koeleria_macrantha,KOMA,,,
SC,6/30/20,FK,2,20,Pascopyrum_smithii,PASM,2,1,
SC,6/30/20,FK,2,20,Poa_secunda,POSE,,,
SC,6/30/20,FK,2,20,Vulpia_octoflora,VUOC,,,
SC,6/30/20,FK,2,20,Carex_filifolia,CAFI,10,5,
SC,6/30/20,FK,2,20,Carex_duriuscula,CADU,,,
SC,6/30/20,FK,2,20,Androsace_occidentalis,ANOC,,,
SC,6/30/20,FK,2,20,Lepidium_densiflorum,LEDE,,,
SC,6/30/20,FK,2,20,Artemisia_dracunculus,ARDR,,,
SC,6/30/20,FK,2,20,Artemisia_frigida,ARFR,1,0.5,
SC,6/30/20,FK,2,20,Linum_rigidum,LIRI,,,
SC,6/30/20,FK,2,20,Logfia_arvensis,LOAR,4,2,
SC,6/30/20,FK,2,20,Opuntia_polycantha,OPPO,,,
SC,6/30/20,FK,2,20,Plantago_patagonica,PLPA,,,
SC,6/30/20,FK,2,20,Sphaeralcea_coccinea,SPCO,,,
SC,6/30/20,FK,2,20,Taraxacum_officinale,TAOF,,,
SC,6/30/20,FK,2,20,Tragopogon_dubius,TRDU,2,1,
SC,6/30/20,FK,2,20,Estimated_total,,75,32,
SC,6/30/20,FK,2,20,Added_total,,68.5,29,
SC,6/30/20,FK,2,20,Litter,,24,67,
SC,6/30/20,FK,2,20,Bareground,,0.5,1,
SC,6/30/20,FK,2,20,Rock,,0,0,
SC,6/30/20,FK,2,20,Moss,,0,0,
SC,6/30/20,FK,2,20,Lichen,,0,0,
SC,6/30/20,FK,2,20,Dung,,0,0,
SC,6/30/20,FK,2,20,Conyza_canadensis,COCA,,,
SC,6/30/20,FK,2,20,Lactuca_serriola,LASE,0.5,0.5,
SC,6/30/20,FK,2,20,Hedeoma_hispida,HEHI,,,
SC,6/30/20,FK,2,19,Bouteloua_gracilis,BOGR,,,
SC,6/30/20,FK,2,19,Bouteloua_dactyloides,BODA,,,
SC,6/30/20,FK,2,19,Bromus_arvensis,BRAR,48,20,
SC,6/30/20,FK,2,19,Bromus_tectorum,BRTE,0.5,0.5,
SC,6/30/20,FK,2,19,Hesperostipa_comata,HECO,0.5,0.5,
SC,6/30/20,FK,2,19,Koeleria_macrantha,KOMA,,,
SC,6/30/20,FK,2,19,Pascopyrum_smithii,PASM,7,2,
SC,6/30/20,FK,2,19,Poa_secunda,POSE,0.5,0.5,
SC,6/30/20,FK,2,19,Vulpia_octoflora,VUOC,,,
SC,6/30/20,FK,2,19,Carex_filifolia,CAFI,11,5,
SC,6/30/20,FK,2,19,Carex_duriuscula,CADU,5,2,
SC,6/30/20,FK,2,19,Androsace_occidentalis,ANOC,,,
SC,6/30/20,FK,2,19,Lepidium_densiflorum,LEDE,,,
SC,6/30/20,FK,2,19,Artemisia_dracunculus,ARDR,,,
SC,6/30/20,FK,2,19,Artemisia_frigida,ARFR,1,0.5,
SC,6/30/20,FK,2,19,Linum_rigidum,LIRI,,,
SC,6/30/20,FK,2,19,Logfia_arvensis,LOAR,0.5,0.5,
SC,6/30/20,FK,2,19,Opuntia_polycantha,OPPO,,,
SC,6/30/20,FK,2,19,Plantago_patagonica,PLPA,0.5,0.5,
SC,6/30/20,FK,2,19,Sphaeralcea_coccinea,SPCO,2,1,
SC,6/30/20,FK,2,19,Taraxacum_officinale,TAOF,,,
SC,6/30/20,FK,2,19,Tragopogon_dubius,TRDU,2,0.5,
SC,6/30/20,FK,2,19,Estimated_total,,73,30,
SC,6/30/20,FK,2,19,Added_total,,80.5,34.5,
SC,6/30/20,FK,2,19,Litter,,25,68,
SC,6/30/20,FK,2,19,Bareground,,0.5,0.5,
SC,6/30/20,FK,2,19,Rock,,,,
SC,6/30/20,FK,2,19,Moss,,0.5,0.5,
SC,6/30/20,FK,2,19,Lichen,,0.5,0.5,
SC,6/30/20,FK,2,19,Dung,,,,
SC,6/30/20,FK,2,19,Conyza_canadensis,COCA,0.5,0.5,
SC,6/30/20,FK,2,19,Lactuca_serriola,LASE,,,
SC,6/30/20,FK,2,19,Hedeoma_hispida,HEHI,0.5,0.5,
SC/AD,6/29/20,FK,3,43,Bouteloua_gracilis,BOGR,1,0.5,
SC/AD,6/29/20,FK,3,43,Bouteloua_dactyloides,BODA,,,
SC/AD,6/29/20,FK,3,43,Bromus_arvensis,BRAR,35,12,
SC/AD,6/29/20,FK,3,43,Bromus_tectorum,BRTE,10,4,
SC/AD,6/29/20,FK,3,43,Hesperostipa_comata,HECO,4,3,
SC/AD,6/29/20,FK,3,43,Koeleria_macrantha,KOMA,,,
SC/AD,6/29/20,FK,3,43,Pascopyrum_smithii,PASM,3,1,
SC/AD,6/29/20,FK,3,43,Poa_secunda,POSE,1,0.5,
SC/AD,6/29/20,FK,3,43,Vulpia_octoflora,VUOC,,,
SC/AD,6/29/20,FK,3,43,Carex_filifolia,CAFI,12,6,
SC/AD,6/29/20,FK,3,43,Carex_duriuscula,CADU,,,
SC/AD,6/29/20,FK,3,43,Artemisia_dracunculus,ARDR,,,
SC/AD,6/29/20,FK,3,43,Artemisia_frigida,ARFR,,,
SC/AD,6/29/20,FK,3,43,Linum_rigidum,LIRI,,,
SC/AD,6/29/20,FK,3,43,Logfia_arvensis,LOAR,4,2,
SC/AD,6/29/20,FK,3,43,Opuntia_polycantha,OPPO,,,
SC/AD,6/29/20,FK,3,43,Plantago_patagonica,PLPA,0.5,0.5,
SC/AD,6/29/20,FK,3,43,Sphaeralcea_coccinea,SPCO,5,2,
SC/AD,6/29/20,FK,3,43,Taraxacum_officinale,TAOF,,,
SC/AD,6/29/20,FK,3,43,Tragopogon_dubius,TRDU,6,3,
SC/AD,6/29/20,FK,3,43,Lactuca_serriola,LASE,0.5,0.5,
SC/AD,6/29/20,FK,3,43,Hedeoma_hispida,HEHI,0.5,0.5,
SC/AD,6/29/20,FK,3,43,Androsace_occidentalis,ANOC,1,0.5,
SC/AD,6/29/20,FK,3,43,basal_rosette_2020_KW_pic_unknown,,0.5,0.5,
SC/AD,6/29/20,FK,3,43,Estimated_total,,75,30,
SC/AD,6/29/20,FK,3,43,Added_total,,84,36.5,
SC/AD,6/29/20,FK,3,43,Litter,,24,69,
SC/AD,6/29/20,FK,3,43,Moss,,0.5,0.5,
SC/AD,6/29/20,FK,3,43,Lichen,,0.5,0.5,
SC/AD,6/29/20,FK,3,43,Rock,,,,
SC/AD,6/29/20,FK,3,43,Dung,,,,
SC/AD,6/29/20,FK,3,43,Bareground,,0.5,0.5,
SC/AD,6/29/20,FK,3,43,Lygodesmia_juncea,LYJU,,,
SC/AD,6/29/20,FK,3,43,Coryphanthus_vivipara,COVI,,,
