Site,Year,Month,Day,Date,Time_Period,Block,Paddock,Plot,Soil_Moisture,Drought,Grazing,site_plot
FK,2019,4,26,4/26/19,1,1,1,3,25.7,0,MMMMM,FK_3
FK,2019,4,26,4/26/19,1,1,1,4,25.7,0,MMMMM,FK_4
FK,2019,4,26,4/26/19,1,1,2,7,23.3,0,HHMMM,FK_7
FK,2019,4,26,4/26/19,1,1,2,9,22.3,0,HHMMM,FK_9
FK,2019,4,26,4/26/19,1,1,3,15,20.8,0,MLLMM,FK_15
FK,2019,4,26,4/26/19,1,1,3,17,21.8,0,MLLMM,FK_17
FK,2019,4,26,4/26/19,1,2,1,20,26.2,0,MLLMM,FK_20
FK,2019,4,26,4/26/19,1,2,1,23,23.3,0,MLLMM,FK_23
FK,2019,4,26,4/26/19,1,2,2,25,23.8,0,MMMMM,FK_25
FK,2019,4,26,4/26/19,1,2,2,29,21.3,0,MMMMM,FK_29
FK,2019,4,26,4/26/19,1,2,3,34,23.8,0,HHMMM,FK_34
FK,2019,4,26,4/26/19,1,2,3,36,24.7,0,HHMMM,FK_36
FK,2019,4,26,4/26/19,1,3,1,39,18.9,0,MLLMM,FK_39
FK,2019,4,26,4/26/19,1,3,1,41,27.7,0,MLLMM,FK_41
FK,2019,4,26,4/26/19,1,3,2,43,24.7,0,MMMMM,FK_43
FK,2019,4,26,4/26/19,1,3,2,48,15.9,0,MMMMM,FK_48
FK,2019,4,26,4/26/19,1,3,3,52,23.3,0,HHMMM,FK_52
FK,2019,4,26,4/26/19,1,3,3,53,21.3,0,HHMMM,FK_53
FK,2019,5,9,5/9/19,2,1,1,3,27.2,0,MMMMM,FK_3
FK,2019,5,9,5/9/19,2,1,1,4,26.7,0,MMMMM,FK_4
FK,2019,5,9,5/9/19,2,1,2,7,30.1,0,HHMMM,FK_7
FK,2019,5,9,5/9/19,2,1,2,9,22.8,0,HHMMM,FK_9
FK,2019,5,9,5/9/19,2,1,3,15,19.3,0,MLLMM,FK_15
FK,2019,5,9,5/9/19,2,1,3,17,21.8,0,MLLMM,FK_17
FK,2019,5,9,5/9/19,2,2,1,20,33.6,0,MLLMM,FK_20
FK,2019,5,9,5/9/19,2,2,1,23,23.3,0,MLLMM,FK_23
FK,2019,5,9,5/9/19,2,2,2,25,28.7,0,MMMMM,FK_25
FK,2019,5,9,5/9/19,2,2,2,29,29.2,0,MMMMM,FK_29
FK,2019,5,9,5/9/19,2,2,3,34,29.2,0,HHMMM,FK_34
FK,2019,5,9,5/9/19,2,2,3,36,26.2,0,HHMMM,FK_36
FK,2019,5,9,5/9/19,2,3,1,39,27.2,0,MLLMM,FK_39
FK,2019,5,9,5/9/19,2,3,1,41,33.6,0,MLLMM,FK_41
FK,2019,5,9,5/9/19,2,3,2,43,29.2,0,MMMMM,FK_43
FK,2019,5,9,5/9/19,2,3,2,48,23.3,0,MMMMM,FK_48
FK,2019,5,9,5/9/19,2,3,3,52,24.3,0,HHMMM,FK_52
FK,2019,5,9,5/9/19,2,3,3,53,20.8,0,HHMMM,FK_53
FK,2019,5,20,5/20/19,3,1,1,3,29.2,0,MMMMM,FK_3
FK,2019,5,20,5/20/19,3,1,1,4,23.8,0,MMMMM,FK_4
FK,2019,5,20,5/20/19,3,1,2,7,23.8,0,HHMMM,FK_7
FK,2019,5,20,5/20/19,3,1,2,9,23.8,0,HHMMM,FK_9
FK,2019,5,20,5/20/19,3,1,3,15,26.7,0,MLLMM,FK_15
FK,2019,5,20,5/20/19,3,1,3,17,28.2,0,MLLMM,FK_17
FK,2019,5,20,5/20/19,3,2,1,20,31.4,0,MLLMM,FK_20
FK,2019,5,20,5/20/19,3,2,1,23,26.7,0,MLLMM,FK_23
FK,2019,5,20,5/20/19,3,2,2,25,33.1,0,MMMMM,FK_25
FK,2019,5,20,5/20/19,3,2,2,29,25.7,0,MMMMM,FK_29
FK,2019,5,20,5/20/19,3,2,3,34,31.6,0,HHMMM,FK_34
FK,2019,5,20,5/20/19,3,2,3,36,32.1,0,HHMMM,FK_36
FK,2019,5,20,5/20/19,3,3,1,39,27.7,0,MLLMM,FK_39
FK,2019,5,20,5/20/19,3,3,1,41,30.1,0,MLLMM,FK_41
FK,2019,5,20,5/20/19,3,3,2,43,30.1,0,MMMMM,FK_43
FK,2019,5,20,5/20/19,3,3,2,48,24.7,0,MMMMM,FK_48
FK,2019,5,20,5/20/19,3,3,3,52,25.2,0,HHMMM,FK_52
FK,2019,5,20,5/20/19,3,3,3,53,22.8,0,HHMMM,FK_53
FK,2019,5,28,5/28/19,4,1,1,3,37.5,0,MMMMM,FK_3
FK,2019,5,28,5/28/19,4,1,1,4,33.1,0,MMMMM,FK_4
FK,2019,5,28,5/28/19,4,1,2,7,31.1,0,HHMMM,FK_7
FK,2019,5,28,5/28/19,4,1,2,9,32.1,0,HHMMM,FK_9
FK,2019,5,28,5/28/19,4,1,3,15,28.7,0,MLLMM,FK_15
FK,2019,5,28,5/28/19,4,1,3,17,27.7,0,MLLMM,FK_17
FK,2019,5,28,5/28/19,4,2,1,20,29.7,0,MLLMM,FK_20
FK,2019,5,28,5/28/19,4,2,1,23,29.2,0,MLLMM,FK_23
FK,2019,5,28,5/28/19,4,2,2,25,25.2,0,MMMMM,FK_25
FK,2019,5,28,5/28/19,4,2,2,29,30.1,0,MMMMM,FK_29
FK,2019,5,28,5/28/19,4,2,3,34,32.1,0,HHMMM,FK_34
FK,2019,5,28,5/28/19,4,2,3,36,34.1,0,HHMMM,FK_36
FK,2019,5,28,5/28/19,4,3,1,39,28.2,0,MLLMM,FK_39
FK,2019,5,28,5/28/19,4,3,1,41,29.7,0,MLLMM,FK_41
FK,2019,5,28,5/28/19,4,3,2,43,35.1,0,MMMMM,FK_43
FK,2019,5,28,5/28/19,4,3,2,48,34.6,0,MMMMM,FK_48
FK,2019,5,28,5/28/19,4,3,3,52,30.6,0,HHMMM,FK_52
FK,2019,5,28,5/28/19,4,3,3,53,29.7,0,HHMMM,FK_53
FK,2019,6,10,6/10/19,5,1,1,3,22.8,0,MMMMM,FK_3
FK,2019,6,10,6/10/19,5,1,1,4,19.8,0,MMMMM,FK_4
FK,2019,6,10,6/10/19,5,1,2,7,18.9,0,HHMMM,FK_7
FK,2019,6,10,6/10/19,5,1,2,9,24.7,0,HHMMM,FK_9
FK,2019,6,10,6/10/19,5,1,3,15,21.8,0,MLLMM,FK_15
FK,2019,6,10,6/10/19,5,1,3,17,18.9,0,MLLMM,FK_17
FK,2019,6,10,6/10/19,5,2,1,20,25.2,0,MLLMM,FK_20
FK,2019,6,10,6/10/19,5,2,1,23,15.4,0,MLLMM,FK_23
FK,2019,6,10,6/10/19,5,2,2,25,20.3,0,MMMMM,FK_25
FK,2019,6,10,6/10/19,5,2,2,29,18.4,0,MMMMM,FK_29
FK,2019,6,10,6/10/19,5,2,3,34,24.7,0,HHMMM,FK_34
FK,2019,6,10,6/10/19,5,2,3,36,27.5,0,HHMMM,FK_36
FK,2019,6,10,6/10/19,5,3,1,39,18.7,0,MLLMM,FK_39
FK,2019,6,10,6/10/19,5,3,1,41,22.3,0,MLLMM,FK_41
FK,2019,6,10,6/10/19,5,3,2,43,21.8,0,MMMMM,FK_43
FK,2019,6,10,6/10/19,5,3,2,48,23.8,0,MMMMM,FK_48
FK,2019,6,10,6/10/19,5,3,3,52,16.9,0,HHMMM,FK_52
FK,2019,6,10,6/10/19,5,3,3,53,17.9,0,HHMMM,FK_53
FK,2019,6,24,6/24/19,6,1,1,3,21.3,0,MMMMM,FK_3
FK,2019,6,24,6/24/19,6,1,1,4,18.4,0,MMMMM,FK_4
FK,2019,6,24,6/24/19,6,1,2,7,16.9,0,HHMMM,FK_7
FK,2019,6,24,6/24/19,6,1,2,9,11.5,0,HHMMM,FK_9
FK,2019,6,24,6/24/19,6,1,3,15,20.8,0,MLLMM,FK_15
FK,2019,6,24,6/24/19,6,1,3,17,17.4,0,MLLMM,FK_17
FK,2019,6,24,6/24/19,6,2,1,20,18.9,0,MLLMM,FK_20
FK,2019,6,24,6/24/19,6,2,1,23,17.9,0,MLLMM,FK_23
FK,2019,6,24,6/24/19,6,2,2,25,28.7,0,MMMMM,FK_25
FK,2019,6,24,6/24/19,6,2,2,29,13.5,0,MMMMM,FK_29
FK,2019,6,24,6/24/19,6,2,3,34,18.9,0,HHMMM,FK_34
FK,2019,6,24,6/24/19,6,2,3,36,19.3,0,HHMMM,FK_36
FK,2019,6,24,6/24/19,6,3,1,39,17.9,0,MLLMM,FK_39
FK,2019,6,24,6/24/19,6,3,1,41,17.9,0,MLLMM,FK_41
FK,2019,6,24,6/24/19,6,3,2,43,15.9,0,MMMMM,FK_43
FK,2019,6,24,6/24/19,6,3,2,48,15.9,0,MMMMM,FK_48
FK,2019,6,24,6/24/19,6,3,3,52,13.5,0,HHMMM,FK_52
FK,2019,6,24,6/24/19,6,3,3,53,15.4,0,HHMMM,FK_53
FK,2020,5,5,5/5/20,1,1,1,3,13.5,0,MMMMM,FK_3
FK,2020,5,5,5/5/20,1,1,1,4,11.3,0,MMMMM,FK_4
FK,2020,5,5,5/5/20,1,1,2,7,13,0,HHMMM,FK_7
FK,2020,5,5,5/5/20,1,1,2,9,9.6,0,HHMMM,FK_9
FK,2020,5,5,5/5/20,1,1,3,15,12,0,MLLMM,FK_15
FK,2020,5,5,5/5/20,1,1,3,17,10.7,0,MLLMM,FK_17
FK,2020,5,5,5/5/20,1,2,1,20,15.8,0,MLLMM,FK_20
FK,2020,5,5,5/5/20,1,2,1,23,10.7,0,MLLMM,FK_23
FK,2020,5,5,5/5/20,1,2,2,25,14.7,0,MMMMM,FK_25
FK,2020,5,5,5/5/20,1,2,2,29,11,0,MMMMM,FK_29
FK,2020,5,5,5/5/20,1,2,3,34,9.5,0,HHMMM,FK_34
FK,2020,5,5,5/5/20,1,2,3,36,12.1,0,HHMMM,FK_36
FK,2020,5,5,5/5/20,1,3,1,39,15.7,0,MLLMM,FK_39
FK,2020,5,5,5/5/20,1,3,1,41,13,0,MLLMM,FK_41
FK,2020,5,5,5/5/20,1,3,2,43,13.7,0,MMMMM,FK_43
FK,2020,5,5,5/5/20,1,3,2,48,19.2,0,MMMMM,FK_48
FK,2020,5,5,5/5/20,1,3,3,52,10.6,0,HHMMM,FK_52
FK,2020,5,5,5/5/20,1,3,3,53,9.2,0,HHMMM,FK_53
FK,2020,5,18,5/18/20,2,1,1,3,16,0,MMMMM,FK_3
FK,2020,5,18,5/18/20,2,1,1,4,11.6,0,MMMMM,FK_4
FK,2020,5,18,5/18/20,2,1,2,7,14.5,0,HHMMM,FK_7
FK,2020,5,18,5/18/20,2,1,2,9,12.4,0,HHMMM,FK_9
FK,2020,5,18,5/18/20,2,1,3,15,11.8,0,MLLMM,FK_15
FK,2020,5,18,5/18/20,2,1,3,17,11.3,0,MLLMM,FK_17
FK,2020,5,18,5/18/20,2,2,1,20,22,0,MLLMM,FK_20
FK,2020,5,18,5/18/20,2,2,1,23,13.9,0,MLLMM,FK_23
FK,2020,5,18,5/18/20,2,2,2,25,16,0,MMMMM,FK_25
FK,2020,5,18,5/18/20,2,2,2,29,14.8,0,MMMMM,FK_29
FK,2020,5,18,5/18/20,2,2,3,34,14.4,0,HHMMM,FK_34
FK,2020,5,18,5/18/20,2,2,3,36,13.2,0,HHMMM,FK_36
FK,2020,5,18,5/18/20,2,3,1,39,17,0,MLLMM,FK_39
FK,2020,5,18,5/18/20,2,3,1,41,17.4,0,MLLMM,FK_41
FK,2020,5,18,5/18/20,2,3,2,43,22.8,0,MMMMM,FK_43
FK,2020,5,18,5/18/20,2,3,2,48,11.4,0,MMMMM,FK_48
FK,2020,5,18,5/18/20,2,3,3,52,12.7,0,HHMMM,FK_52
FK,2020,5,18,5/18/20,2,3,3,53,11.1,0,HHMMM,FK_53
FK,2020,6,3,6/3/20,3,1,1,3,9.3,0,MMMMM,FK_3
FK,2020,6,3,6/3/20,3,1,1,4,8.3,0,MMMMM,FK_4
FK,2020,6,3,6/3/20,3,1,2,7,9.2,0,HHMMM,FK_7
FK,2020,6,3,6/3/20,3,1,2,9,7.1,0,HHMMM,FK_9
FK,2020,6,3,6/3/20,3,1,3,15,7.6,0,MLLMM,FK_15
FK,2020,6,3,6/3/20,3,1,3,17,7.7,0,MLLMM,FK_17
FK,2020,6,3,6/3/20,3,2,1,20,10.6,0,MLLMM,FK_20
FK,2020,6,3,6/3/20,3,2,1,23,9.3,0,MLLMM,FK_23
FK,2020,6,3,6/3/20,3,2,2,25,9.5,0,MMMMM,FK_25
FK,2020,6,3,6/3/20,3,2,2,29,11.3,0,MMMMM,FK_29
FK,2020,6,3,6/3/20,3,2,3,34,8.6,0,HHMMM,FK_34
FK,2020,6,3,6/3/20,3,2,3,36,12.6,0,HHMMM,FK_36
FK,2020,6,3,6/3/20,3,3,1,39,7.9,0,MLLMM,FK_39
FK,2020,6,3,6/3/20,3,3,1,41,8,0,MLLMM,FK_41
FK,2020,6,3,6/3/20,3,3,2,43,11.1,0,MMMMM,FK_43
FK,2020,6,3,6/3/20,3,3,2,48,10.7,0,MMMMM,FK_48
FK,2020,6,3,6/3/20,3,3,3,52,7.7,0,HHMMM,FK_52
FK,2020,6,3,6/3/20,3,3,3,53,8.6,0,HHMMM,FK_53
FK,2020,6,16,6/16/20,4,1,1,3,10.7,0,MMMMM,FK_3
FK,2020,6,16,6/16/20,4,1,1,4,6.6,0,MMMMM,FK_4
FK,2020,6,16,6/16/20,4,1,2,7,10.9,0,HHMMM,FK_7
FK,2020,6,16,6/16/20,4,1,2,9,7.9,0,HHMMM,FK_9
FK,2020,6,16,6/16/20,4,1,3,15,6.5,0,MLLMM,FK_15
FK,2020,6,16,6/16/20,4,1,3,17,8.6,0,MLLMM,FK_17
FK,2020,6,16,6/16/20,4,2,1,20,13.2,0,MLLMM,FK_20
FK,2020,6,16,6/16/20,4,2,1,23,7.6,0,MLLMM,FK_23
FK,2020,6,16,6/16/20,4,2,2,25,9.5,0,MMMMM,FK_25
FK,2020,6,16,6/16/20,4,2,2,29,9.6,0,MMMMM,FK_29
FK,2020,6,16,6/16/20,4,2,3,34,8.7,0,HHMMM,FK_34
FK,2020,6,16,6/16/20,4,2,3,36,11.8,0,HHMMM,FK_36
FK,2020,6,16,6/16/20,4,3,1,39,8.7,0,MLLMM,FK_39
FK,2020,6,16,6/16/20,4,3,1,41,7.2,0,MLLMM,FK_41
FK,2020,6,16,6/16/20,4,3,2,43,8,0,MMMMM,FK_43
FK,2020,6,16,6/16/20,4,3,2,48,7.5,0,MMMMM,FK_48
FK,2020,6,16,6/16/20,4,3,3,52,8.4,0,HHMMM,FK_52
FK,2020,6,16,6/16/20,4,3,3,53,6.8,0,HHMMM,FK_53
FK,2020,7,1,7/1/20,5,1,1,3,24.6,0,MMMMM,FK_3
FK,2020,7,1,7/1/20,5,1,1,4,17.1,0,MMMMM,FK_4
FK,2020,7,1,7/1/20,5,1,2,7,21,0,HHMMM,FK_7
FK,2020,7,1,7/1/20,5,1,2,9,14.7,0,HHMMM,FK_9
FK,2020,7,1,7/1/20,5,1,3,15,20,0,MLLMM,FK_15
FK,2020,7,1,7/1/20,5,1,3,17,20.6,0,MLLMM,FK_17
FK,2020,7,1,7/1/20,5,2,1,20,29.2,0,MLLMM,FK_20
FK,2020,7,1,7/1/20,5,2,1,23,21.6,0,MLLMM,FK_23
FK,2020,7,1,7/1/20,5,2,2,25,21.5,0,MMMMM,FK_25
FK,2020,7,1,7/1/20,5,2,2,29,22.5,0,MMMMM,FK_29
FK,2020,7,1,7/1/20,5,2,3,34,22,0,HHMMM,FK_34
FK,2020,7,1,7/1/20,5,2,3,36,24.2,0,HHMMM,FK_36
FK,2020,7,1,7/1/20,5,3,1,39,16.7,0,MLLMM,FK_39
FK,2020,7,1,7/1/20,5,3,1,41,25.8,0,MLLMM,FK_41
FK,2020,7,1,7/1/20,5,3,2,43,26.6,0,MMMMM,FK_43
FK,2020,7,1,7/1/20,5,3,2,48,24,0,MMMMM,FK_48
FK,2020,7,1,7/1/20,5,3,3,52,24.5,0,HHMMM,FK_52
FK,2020,7,1,7/1/20,5,3,3,53,16.4,0,HHMMM,FK_53
FK,2020,7,13,7/13/20,6,1,1,3,12.2,0,MMMMM,FK_3
FK,2020,7,13,7/13/20,6,1,1,4,7.8,0,MMMMM,FK_4
FK,2020,7,13,7/13/20,6,1,2,7,10.3,0,HHMMM,FK_7
FK,2020,7,13,7/13/20,6,1,2,9,10.8,0,HHMMM,FK_9
FK,2020,7,13,7/13/20,6,1,3,15,7.3,0,MLLMM,FK_15
FK,2020,7,13,7/13/20,6,1,3,17,12.3,0,MLLMM,FK_17
FK,2020,7,13,7/13/20,6,2,1,20,9.5,0,MLLMM,FK_20
FK,2020,7,13,7/13/20,6,2,1,23,8.4,0,MLLMM,FK_23
FK,2020,7,13,7/13/20,6,2,2,25,10.7,0,MMMMM,FK_25
FK,2020,7,13,7/13/20,6,2,2,29,7.5,0,MMMMM,FK_29
FK,2020,7,13,7/13/20,6,2,3,34,6.7,0,HHMMM,FK_34
FK,2020,7,13,7/13/20,6,2,3,36,9.6,0,HHMMM,FK_36
FK,2020,7,13,7/13/20,6,3,1,39,8,0,MLLMM,FK_39
FK,2020,7,13,7/13/20,6,3,1,41,12.2,0,MLLMM,FK_41
FK,2020,7,13,7/13/20,6,3,2,43,12.2,0,MMMMM,FK_43
FK,2020,7,13,7/13/20,6,3,2,48,11,0,MMMMM,FK_48
FK,2020,7,13,7/13/20,6,3,3,52,11.4,0,HHMMM,FK_52
FK,2020,7,13,7/13/20,6,3,3,53,8.8,0,HHMMM,FK_53
FK,2020,7,26,7/26/20,7,1,1,3,5.7,0,MMMMM,FK_3
FK,2020,7,26,7/26/20,7,1,1,4,5.4,0,MMMMM,FK_4
FK,2020,7,26,7/26/20,7,1,2,7,6,0,HHMMM,FK_7
FK,2020,7,26,7/26/20,7,1,2,9,4.1,0,HHMMM,FK_9
FK,2020,7,26,7/26/20,7,1,3,15,5.1,0,MLLMM,FK_15
FK,2020,7,26,7/26/20,7,1,3,17,4,0,MLLMM,FK_17
FK,2020,7,26,7/26/20,7,2,1,20,6.6,0,MLLMM,FK_20
FK,2020,7,26,7/26/20,7,2,1,23,3.4,0,MLLMM,FK_23
FK,2020,7,26,7/26/20,7,2,2,25,6.8,0,MMMMM,FK_25
FK,2020,7,26,7/26/20,7,2,2,29,3.5,0,MMMMM,FK_29
FK,2020,7,26,7/26/20,7,2,3,34,4.1,0,HHMMM,FK_34
FK,2020,7,26,7/26/20,7,2,3,36,4.5,0,HHMMM,FK_36
FK,2020,7,26,7/26/20,7,3,1,39,4.4,0,MLLMM,FK_39
FK,2020,7,26,7/26/20,7,3,1,41,5.4,0,MLLMM,FK_41
FK,2020,7,26,7/26/20,7,3,2,43,3.8,0,MMMMM,FK_43
FK,2020,7,26,7/26/20,7,3,2,48,4.6,0,MMMMM,FK_48
FK,2020,7,26,7/26/20,7,3,3,52,4.6,0,HHMMM,FK_52
FK,2020,7,26,7/26/20,7,3,3,53,4.1,0,HHMMM,FK_53
FK,2021,4,21,4/21/21,,1,,3,18.9,0,,
FK,2021,4,21,4/21/21,,1,,4,18.3,0,,
FK,2021,4,21,4/21/21,,1,,7,18.1,0,,
FK,2021,4,21,4/21/21,,1,,9,17.9,0,,
FK,2021,4,21,4/21/21,,1,,15,20,0,,
FK,2021,4,21,4/21/21,,1,,17,20.6,0,,
FK,2021,4,21,4/21/21,,2,,20,19.8,0,,
FK,2021,4,21,4/21/21,,2,,23,19.3,0,,
FK,2021,4,21,4/21/21,,2,,25,19.6,0,,
FK,2021,4,21,4/21/21,,2,,29,19.7,0,,
FK,2021,4,21,4/21/21,,2,,34,19.9,0,,
FK,2021,4,21,4/21/21,,2,,36,19.9,0,,
FK,2021,4,21,4/21/21,,3,,39,21.2,0,,
FK,2021,4,21,4/21/21,,3,,41,20.6,0,,
FK,2021,4,21,4/21/21,,3,,43,20.3,0,,
FK,2021,4,21,4/21/21,,3,,48,19.6,0,,
FK,2021,4,21,4/21/21,,3,,52,19.8,0,,
FK,2021,4,21,4/21/21,,3,,53,20.7,0,,
FK,2021,5,21,5/21/21,,1,,3,7.2,0,,
FK,2021,5,21,5/21/21,,1,,4,8.8,0,,
FK,2021,5,21,5/21/21,,1,,7,9,0,,
FK,2021,5,21,5/21/21,,1,,9,7.9,0,,
FK,2021,5,21,5/21/21,,1,,15,9.1,0,,
FK,2021,5,21,5/21/21,,1,,17,7.1,0,,
FK,2021,5,21,5/21/21,,2,,20,8.8,0,,
FK,2021,5,21,5/21/21,,2,,23,8.1,0,,
FK,2021,5,21,5/21/21,,2,,25,8.9,0,,
FK,2021,5,21,5/21/21,,2,,29,7.6,0,,
FK,2021,5,21,5/21/21,,2,,34,8.1,0,,
FK,2021,5,21,5/21/21,,2,,36,7.1,0,,
FK,2021,5,21,5/21/21,,3,,39,8.8,0,,
FK,2021,5,21,5/21/21,,3,,41,8.6,0,,
FK,2021,5,21,5/21/21,,3,,43,6.3,0,,
FK,2021,5,21,5/21/21,,3,,48,7.5,0,,
FK,2021,5,21,5/21/21,,3,,52,8.4,0,,
FK,2021,5,21,5/21/21,,3,,53,6.5,0,,
FK,2021,5,17,5/17/21,,1,,3,7.1,0,,
FK,2021,5,17,5/17/21,,1,,4,5.8,0,,
FK,2021,5,17,5/17/21,,1,,7,4.9,0,,
FK,2021,5,17,5/17/21,,1,,9,6.5,0,,
FK,2021,5,17,5/17/21,,1,,15,5.6,0,,
FK,2021,5,17,5/17/21,,1,,17,5.6,0,,
FK,2021,5,17,5/17/21,,2,,20,5.4,0,,
FK,2021,5,17,5/17/21,,2,,23,6.9,0,,
FK,2021,5,17,5/17/21,,2,,25,7.6,0,,
FK,2021,5,17,5/17/21,,2,,29,5.5,0,,
FK,2021,5,17,5/17/21,,2,,34,6.2,0,,
FK,2021,5,17,5/17/21,,2,,36,7.1,0,,
FK,2021,5,17,5/17/21,,3,,39,7.5,0,,
FK,2021,5,17,5/17/21,,3,,41,7.9,0,,
FK,2021,5,17,5/17/21,,3,,43,6.3,0,,
FK,2021,5,17,5/17/21,,3,,48,6.9,0,,
FK,2021,5,17,5/17/21,,3,,52,7.2,0,,
FK,2021,5,17,5/17/21,,3,,53,6,0,,
FK,2021,6,1,6/1/21,,1,,3,14.4,0,,
FK,2021,6,1,6/1/21,,1,,4,12.1,0,,
FK,2021,6,1,6/1/21,,1,,7,14.9,0,,
FK,2021,6,1,6/1/21,,1,,9,13.4,0,,
FK,2021,6,1,6/1/21,,1,,15,11.2,0,,
FK,2021,6,1,6/1/21,,1,,17,10.7,0,,
FK,2021,6,1,6/1/21,,2,,20,16.1,0,,
FK,2021,6,1,6/1/21,,2,,23,12.7,0,,
FK,2021,6,1,6/1/21,,2,,25,14.1,0,,
FK,2021,6,1,6/1/21,,2,,29,12.3,0,,
FK,2021,6,1,6/1/21,,2,,34,13.6,0,,
FK,2021,6,1,6/1/21,,2,,36,12.3,0,,
FK,2021,6,1,6/1/21,,3,,39,13.1,0,,
FK,2021,6,1,6/1/21,,3,,41,15.6,0,,
FK,2021,6,1,6/1/21,,3,,43,13.7,0,,
FK,2021,6,1,6/1/21,,3,,48,14.5,0,,
FK,2021,6,1,6/1/21,,3,,52,12.1,0,,
FK,2021,6,1,6/1/21,,3,,53,10.8,0,,
FK,2021,6,16,6/16/21,,1,,3,3.3,0,,
FK,2021,6,16,6/16/21,,1,,4,3.9,0,,
FK,2021,6,16,6/16/21,,1,,7,4.9,0,,
FK,2021,6,16,6/16/21,,1,,9,2.8,0,,
FK,2021,6,16,6/16/21,,1,,15,3.1,0,,
FK,2021,6,16,6/16/21,,1,,17,2.8,0,,
FK,2021,6,16,6/16/21,,2,,20,4.1,0,,
FK,2021,6,16,6/16/21,,2,,23,3.7,0,,
FK,2021,6,16,6/16/21,,2,,25,4.6,0,,
FK,2021,6,16,6/16/21,,2,,29,3.3,0,,
FK,2021,6,16,6/16/21,,2,,34,3.7,0,,
FK,2021,6,16,6/16/21,,2,,36,3.9,0,,
FK,2021,6,16,6/16/21,,3,,39,3.6,0,,
FK,2021,6,16,6/16/21,,3,,41,4.7,0,,
FK,2021,6,16,6/16/21,,3,,43,5,0,,
FK,2021,6,16,6/16/21,,3,,48,5.8,0,,
FK,2021,6,16,6/16/21,,3,,52,4.4,0,,
FK,2021,6,16,6/16/21,,3,,53,3.8,0,,